"timeMillisSpent","score"
508,"-78hard/-41864soft"
548,"-70hard/-42207soft"
586,"-65hard/-42244soft"
628,"-62hard/-42239soft"
673,"-60hard/-42223soft"
709,"-59hard/-42229soft"
746,"-59hard/-42227soft"
783,"-58hard/-42197soft"
818,"-58hard/-42174soft"
853,"-57hard/-42170soft"
889,"-56hard/-42150soft"
926,"-55hard/-42073soft"
961,"-53hard/-42347soft"
995,"-52hard/-42341soft"
1028,"-52hard/-42324soft"
1063,"-52hard/-42285soft"
1098,"-52hard/-42270soft"
1168,"-52hard/-42244soft"
1203,"-52hard/-42243soft"
1240,"-51hard/-42236soft"
1275,"-50hard/-42177soft"
1313,"-48hard/-42187soft"
1349,"-48hard/-42157soft"
1384,"-47hard/-42158soft"
1420,"-45hard/-42154soft"
1455,"-45hard/-42105soft"
1493,"-45hard/-42089soft"
1530,"-44hard/-42089soft"
1566,"-44hard/-42077soft"
1602,"-44hard/-42055soft"
1638,"-43hard/-42052soft"
1673,"-42hard/-42005soft"
1710,"-41hard/-42152soft"
1747,"-40hard/-42168soft"
1785,"-38hard/-42158soft"
1818,"-38hard/-42063soft"
1851,"-38hard/-42056soft"
1889,"-38hard/-42042soft"
1925,"-36hard/-41998soft"
1960,"-36hard/-41975soft"
1996,"-36hard/-41968soft"
2030,"-35hard/-41960soft"
2070,"-34hard/-41928soft"
2107,"-33hard/-41926soft"
2143,"-32hard/-41914soft"
2179,"-31hard/-41868soft"
2216,"-31hard/-41856soft"
2251,"-30hard/-41851soft"
2288,"-30hard/-41844soft"
2322,"-30hard/-41839soft"
2360,"-30hard/-41809soft"
2396,"-29hard/-41773soft"
2431,"-29hard/-41767soft"
2501,"-29hard/-41700soft"
2538,"-28hard/-41701soft"
2573,"-28hard/-41653soft"
2608,"-27hard/-41659soft"
2644,"-27hard/-41364soft"
2678,"-27hard/-41352soft"
2713,"-27hard/-41349soft"
2749,"-27hard/-41294soft"
2786,"-27hard/-41292soft"
2822,"-27hard/-41259soft"
2858,"-27hard/-41240soft"
2895,"-26hard/-41256soft"
2933,"-26hard/-41253soft"
2973,"-26hard/-41204soft"
3013,"-26hard/-41178soft"
3050,"-26hard/-41158soft"
3088,"-26hard/-41151soft"
3126,"-26hard/-41141soft"
3163,"-26hard/-41111soft"
3200,"-25hard/-41100soft"
3234,"-24hard/-41116soft"
3271,"-24hard/-41111soft"
3309,"-23hard/-41083soft"
3386,"-23hard/-41080soft"
3425,"-21hard/-41033soft"
3466,"-20hard/-41039soft"
3503,"-20hard/-40905soft"
3541,"-20hard/-40866soft"
3577,"-20hard/-40815soft"
3611,"-20hard/-40736soft"
3644,"-20hard/-40582soft"
3678,"-20hard/-40568soft"
3713,"-20hard/-40558soft"
3749,"-20hard/-40547soft"
3784,"-20hard/-40345soft"
3821,"-20hard/-40320soft"
3857,"-20hard/-40302soft"
3893,"-20hard/-40242soft"
3927,"-18hard/-40199soft"
3961,"-18hard/-40193soft"
4034,"-18hard/-40163soft"
4069,"-17hard/-40198soft"
4102,"-16hard/-40183soft"
4136,"-16hard/-40106soft"
4172,"-15hard/-40076soft"
4240,"-15hard/-40070soft"
4276,"-14hard/-40068soft"
4374,"-14hard/-40061soft"
4411,"-13hard/-40058soft"
4451,"-13hard/-40045soft"
4489,"-13hard/-40035soft"
4526,"-13hard/-40010soft"
4565,"-12hard/-40186soft"
4603,"-12hard/-40183soft"
4676,"-12hard/-40181soft"
4715,"-12hard/-40009soft"
4753,"-12hard/-39970soft"
4791,"-12hard/-39967soft"
4828,"-12hard/-39960soft"
4863,"-12hard/-39950soft"
4900,"-11hard/-39966soft"
4974,"-11hard/-39963soft"
5010,"-11hard/-39826soft"
5045,"-11hard/-39825soft"
5083,"-11hard/-39773soft"
5118,"-11hard/-39763soft"
5153,"-11hard/-39757soft"
5191,"-11hard/-39734soft"
5223,"-11hard/-39721soft"
5260,"-11hard/-39643soft"
5295,"-11hard/-39631soft"
5332,"-11hard/-39623soft"
5370,"-11hard/-39611soft"
5407,"-11hard/-39581soft"
5444,"-10hard/-39575soft"
