"timeMillisSpent","score"
3007,"-182hard/-96446soft"
3087,"-182hard/-96433soft"
3167,"-181hard/-96498soft"
3248,"-179hard/-96439soft"
3327,"-178hard/-96535soft"
3407,"-177hard/-96515soft"
3492,"-176hard/-96498soft"
3571,"-175hard/-96462soft"
3651,"-174hard/-96437soft"
3735,"-172hard/-96389soft"
3815,"-172hard/-96360soft"
3899,"-172hard/-96328soft"
3981,"-171hard/-96333soft"
4062,"-171hard/-96332soft"
4145,"-171hard/-96311soft"
4230,"-170hard/-96300soft"
4313,"-169hard/-96299soft"
4395,"-168hard/-96278soft"
4560,"-168hard/-96272soft"
4640,"-167hard/-96252soft"
4724,"-167hard/-96229soft"
4805,"-167hard/-96215soft"
4887,"-166hard/-96255soft"
4968,"-166hard/-96252soft"
5047,"-165hard/-96240soft"
5127,"-164hard/-96241soft"
5210,"-163hard/-96240soft"
5292,"-163hard/-96232soft"
5376,"-162hard/-96281soft"
5458,"-161hard/-96202soft"
5540,"-161hard/-96136soft"
5619,"-160hard/-96116soft"
5702,"-158hard/-96113soft"
5783,"-157hard/-96308soft"
5866,"-157hard/-96303soft"
5951,"-155hard/-96279soft"
6034,"-154hard/-96306soft"
6119,"-154hard/-96167soft"
6201,"-154hard/-95973soft"
6280,"-154hard/-95967soft"
6363,"-153hard/-95984soft"
6446,"-152hard/-95945soft"
6527,"-151hard/-95950soft"
6614,"-151hard/-95909soft"
6705,"-150hard/-95895soft"
6788,"-149hard/-95879soft"
6878,"-148hard/-95830soft"
6964,"-147hard/-95847soft"
7048,"-147hard/-95819soft"
7133,"-145hard/-95774soft"
7221,"-144hard/-95780soft"
7307,"-143hard/-95777soft"
7395,"-142hard/-95764soft"
7478,"-141hard/-95750soft"
7560,"-140hard/-95952soft"
7645,"-139hard/-95911soft"
7731,"-137hard/-95881soft"
7816,"-137hard/-95856soft"
7901,"-136hard/-95856soft"
7987,"-136hard/-95834soft"
8074,"-136hard/-95829soft"
8163,"-136hard/-95823soft"
8250,"-136hard/-95795soft"
8334,"-135hard/-95785soft"
8418,"-135hard/-95762soft"
8507,"-135hard/-95759soft"
8597,"-134hard/-95760soft"
8683,"-134hard/-95758soft"
8765,"-134hard/-95738soft"
8849,"-133hard/-95738soft"
8935,"-133hard/-95674soft"
9017,"-133hard/-95640soft"
9094,"-133hard/-95520soft"
9175,"-133hard/-95467soft"
9258,"-133hard/-95448soft"
9342,"-132hard/-95449soft"
9427,"-132hard/-95425soft"
9511,"-132hard/-95253soft"
9592,"-132hard/-95249soft"
9677,"-132hard/-95203soft"
9760,"-131hard/-95224soft"
9842,"-130hard/-95201soft"
9918,"-129hard/-99207soft"
9998,"-129hard/-99193soft"
