"timeMillisSpent","score"
1560,"-248hard/-18289soft"
1708,"-210hard/-21893soft"
1846,"-192hard/-22506soft"
2045,"-162hard/-26524soft"
2220,"-148hard/-29663soft"
2353,"-132hard/-29709soft"
2483,"-125hard/-29734soft"
2596,"-118hard/-33306soft"
2692,"-110hard/-33368soft"
2771,"-102hard/-33535soft"
2847,"-90hard/-33684soft"
2916,"-86hard/-33724soft"
2984,"-80hard/-33635soft"
3046,"-75hard/-33595soft"
3106,"-73hard/-33349soft"
3169,"-64hard/-33372soft"
3233,"-63hard/-33353soft"
3294,"-56hard/-37028soft"
3352,"-53hard/-37089soft"
3410,"-52hard/-37105soft"
3467,"-51hard/-36867soft"
3523,"-42hard/-36873soft"
3582,"-39hard/-37065soft"
3635,"-37hard/-36726soft"
3688,"-36hard/-36715soft"
3739,"-35hard/-36710soft"
3788,"-34hard/-36720soft"
3840,"-33hard/-36716soft"
3895,"-32hard/-36677soft"
3947,"-30hard/-36643soft"
4001,"-30hard/-36600soft"
4052,"-30hard/-36501soft"
4102,"-29hard/-36498soft"
4152,"-28hard/-36170soft"
4199,"-26hard/-36097soft"
4250,"-25hard/-36105soft"
4304,"-23hard/-35940soft"
4353,"-21hard/-35921soft"
4404,"-21hard/-35774soft"
4456,"-21hard/-35749soft"
4506,"-21hard/-35738soft"
4555,"-20hard/-39405soft"
4603,"-19hard/-39397soft"
4653,"-19hard/-39394soft"
4702,"-19hard/-39342soft"
4753,"-15hard/-38920soft"
4805,"-13hard/-38525soft"
4860,"-11hard/-38526soft"
4918,"-11hard/-38483soft"
4973,"-10hard/-38495soft"
5031,"-10hard/-38484soft"
5081,"-9hard/-38494soft"
5131,"-9hard/-38490soft"
5182,"-9hard/-38477soft"
5233,"-9hard/-38467soft"
5278,"-9hard/-38444soft"
5327,"-8hard/-38431soft"
5375,"-8hard/-38411soft"
5423,"-8hard/-38379soft"
5473,"-8hard/-38365soft"
5527,"-8hard/-38347soft"
5578,"-8hard/-38133soft"
5630,"-8hard/-38025soft"
5689,"-6hard/-38026soft"
5740,"-6hard/-38002soft"
5790,"-6hard/-37892soft"
5837,"-6hard/-37840soft"
5886,"-5hard/-37836soft"
5931,"-5hard/-37813soft"
5981,"-5hard/-37762soft"
6029,"-5hard/-37751soft"
6075,"-5hard/-37338soft"
6123,"-5hard/-37327soft"
6171,"-5hard/-37263soft"
6217,"-5hard/-37240soft"
6262,"-4hard/-37241soft"
6306,"-4hard/-37233soft"
6357,"-4hard/-37211soft"
6404,"-4hard/-37196soft"
6452,"-4hard/-37194soft"
6501,"-4hard/-37173soft"
6554,"-4hard/-37172soft"
6610,"-4hard/-37145soft"
6663,"-4hard/-37141soft"
6719,"-4hard/-37139soft"
6771,"-4hard/-37114soft"
6824,"-4hard/-37102soft"
6873,"-4hard/-37097soft"
6926,"-3hard/-37149soft"
6979,"-3hard/-37148soft"
7033,"-3hard/-37097soft"
7080,"-3hard/-37035soft"
7130,"-2hard/-37065soft"
7179,"-2hard/-37042soft"
7232,"-2hard/-37027soft"
7282,"-2hard/-36970soft"
7330,"-2hard/-36949soft"
7381,"-2hard/-36922soft"
7434,"-2hard/-36917soft"
7487,"-2hard/-36897soft"
7538,"-2hard/-36856soft"
7587,"-2hard/-36839soft"
7639,"-2hard/-36835soft"
7691,"-2hard/-36819soft"
7747,"-2hard/-36794soft"
7800,"-2hard/-36783soft"
7849,"-2hard/-36676soft"
7905,"-2hard/-36671soft"
7955,"-2hard/-36652soft"
8003,"-2hard/-36631soft"
8051,"-2hard/-36618soft"
8102,"-2hard/-36569soft"
8154,"-2hard/-36555soft"
8208,"-2hard/-36537soft"
8259,"-2hard/-36528soft"
8313,"-2hard/-36512soft"
8364,"-2hard/-36452soft"
8466,"-2hard/-36428soft"
8515,"-2hard/-36398soft"
8570,"-2hard/-36383soft"
8619,"-2hard/-36380soft"
8670,"-2hard/-36372soft"
8724,"-2hard/-36353soft"
8780,"-2hard/-36341soft"
8827,"-2hard/-36336soft"
8875,"-2hard/-36335soft"
8925,"-2hard/-36320soft"
8975,"-2hard/-36305soft"
9028,"-2hard/-36300soft"
9076,"-2hard/-36272soft"
9127,"-2hard/-36172soft"
9177,"-2hard/-36168soft"
9226,"-2hard/-36147soft"
9375,"-2hard/-36141soft"
9427,"-2hard/-36077soft"
9480,"-2hard/-36072soft"
9532,"-2hard/-36062soft"
9584,"-2hard/-36052soft"
9634,"-2hard/-36047soft"
9684,"-2hard/-36033soft"
9731,"-2hard/-36005soft"
9783,"-2hard/-36003soft"
9832,"-2hard/-35999soft"
9883,"-2hard/-35998soft"
9933,"-2hard/-35996soft"
9982,"-2hard/-35985soft"
10000,"-2hard/-35981soft"
