"timeMillisSpent","score"
502,"-78hard/-41864soft"
580,"-67hard/-41899soft"
657,"-65hard/-41883soft"
728,"-61hard/-41867soft"
797,"-60hard/-41826soft"
871,"-58hard/-41766soft"
945,"-56hard/-41695soft"
1018,"-54hard/-41677soft"
1094,"-53hard/-41663soft"
1171,"-52hard/-41672soft"
1254,"-51hard/-41674soft"
1336,"-50hard/-41660soft"
1409,"-49hard/-41663soft"
1488,"-48hard/-41609soft"
1563,"-48hard/-41569soft"
1638,"-48hard/-41453soft"
1717,"-47hard/-41392soft"
1798,"-46hard/-41357soft"
1878,"-45hard/-41372soft"
1956,"-45hard/-41346soft"
2031,"-44hard/-41354soft"
2110,"-44hard/-41331soft"
2188,"-43hard/-41327soft"
2268,"-43hard/-41135soft"
2347,"-42hard/-41112soft"
2423,"-42hard/-41082soft"
2499,"-41hard/-41084soft"
2572,"-41hard/-40838soft"
2652,"-40hard/-40795soft"
2729,"-40hard/-40770soft"
2810,"-39hard/-40587soft"
2893,"-38hard/-40588soft"
2974,"-37hard/-40546soft"
3052,"-36hard/-40540soft"
3137,"-36hard/-40521soft"
3218,"-36hard/-40499soft"
3301,"-35hard/-40468soft"
3376,"-35hard/-40346soft"
3452,"-34hard/-40334soft"
3530,"-34hard/-40232soft"
3603,"-34hard/-40196soft"
3680,"-32hard/-40181soft"
3759,"-32hard/-40159soft"
3838,"-32hard/-40127soft"
3918,"-31hard/-40100soft"
3997,"-29hard/-40082soft"
4077,"-28hard/-40048soft"
4157,"-27hard/-40049soft"
4234,"-27hard/-40036soft"
4315,"-27hard/-39980soft"
4400,"-27hard/-39961soft"
4478,"-26hard/-39932soft"
4560,"-26hard/-39912soft"
4643,"-25hard/-39901soft"
4729,"-25hard/-39868soft"
4810,"-25hard/-39839soft"
4895,"-25hard/-39819soft"
4977,"-24hard/-39825soft"
5064,"-23hard/-39808soft"
5147,"-21hard/-39810soft"
5226,"-20hard/-39818soft"
5304,"-20hard/-39795soft"
5389,"-20hard/-39761soft"
5472,"-19hard/-39765soft"
5548,"-18hard/-39816soft"
5626,"-17hard/-39797soft"
5707,"-17hard/-39781soft"
5783,"-17hard/-39773soft"
5859,"-17hard/-39772soft"
5937,"-16hard/-39776soft"
6020,"-16hard/-39733soft"
6094,"-16hard/-39721soft"
6172,"-16hard/-39712soft"
6253,"-15hard/-39733soft"
6333,"-15hard/-39711soft"
6417,"-15hard/-39695soft"
6499,"-15hard/-39671soft"
6580,"-15hard/-39659soft"
6657,"-15hard/-39636soft"
6734,"-14hard/-39627soft"
6808,"-14hard/-39621soft"
6886,"-14hard/-39613soft"
6963,"-14hard/-39605soft"
7042,"-14hard/-39589soft"
7115,"-12hard/-39583soft"
7195,"-12hard/-39565soft"
7271,"-12hard/-39556soft"
7348,"-12hard/-39552soft"
7424,"-12hard/-39530soft"
7502,"-12hard/-39520soft"
7579,"-12hard/-39508soft"
7654,"-12hard/-39494soft"
7736,"-10hard/-39491soft"
7811,"-10hard/-39477soft"
7886,"-10hard/-39473soft"
7963,"-10hard/-39459soft"
8038,"-10hard/-39455soft"
8116,"-10hard/-39448soft"
8196,"-10hard/-39437soft"
8279,"-10hard/-39420soft"
8441,"-9hard/-39421soft"
8520,"-9hard/-39215soft"
8604,"-9hard/-39197soft"
8684,"-8hard/-39230soft"
8767,"-8hard/-39223soft"
8850,"-7hard/-39224soft"
8934,"-7hard/-39216soft"
9019,"-7hard/-39200soft"
9101,"-7hard/-39191soft"
9178,"-7hard/-39182soft"
9259,"-5hard/-39192soft"
9343,"-5hard/-39191soft"
9430,"-5hard/-39188soft"
9514,"-5hard/-39181soft"
9595,"-5hard/-39173soft"
9680,"-4hard/-39174soft"
9765,"-4hard/-39156soft"
9852,"-4hard/-39119soft"
9934,"-4hard/-39114soft"
10000,"-4hard/-39089soft"
