"timeMillisSpent","score"
34,"-19hard/-11491soft"
83,"-16hard/-11453soft"
142,"-14hard/-11437soft"
222,"-11hard/-11451soft"
292,"-10hard/-11432soft"
365,"-9hard/-11403soft"
442,"-9hard/-11369soft"
524,"-9hard/-11345soft"
611,"-9hard/-11293soft"
699,"-8hard/-11266soft"
806,"-8hard/-11089soft"
906,"-8hard/-10885soft"
992,"-6hard/-10865soft"
1077,"-6hard/-10845soft"
1162,"-6hard/-10810soft"
1251,"-6hard/-10793soft"
1337,"-5hard/-10784soft"
1420,"-4hard/-10789soft"
1505,"-4hard/-10765soft"
1592,"-4hard/-10748soft"
1682,"-4hard/-10731soft"
1776,"-4hard/-10715soft"
1873,"-4hard/-10698soft"
1964,"-3hard/-10759soft"
2053,"-3hard/-10633soft"
2144,"-3hard/-10623soft"
2238,"-3hard/-10607soft"
2327,"-3hard/-10596soft"
2418,"-3hard/-10573soft"
2505,"-3hard/-10559soft"
2595,"-3hard/-10489soft"
2678,"0hard/-10522soft"
2764,"0hard/-10514soft"
2855,"0hard/-10505soft"
2947,"0hard/-10500soft"
3043,"0hard/-10493soft"
3136,"0hard/-10487soft"
3315,"0hard/-10451soft"
3405,"0hard/-10444soft"
3484,"0hard/-10438soft"
3555,"0hard/-10434soft"
3638,"0hard/-10433soft"
3724,"0hard/-10431soft"
3801,"0hard/-10430soft"
3878,"0hard/-10426soft"
4285,"0hard/-10425soft"
4364,"0hard/-10422soft"
4514,"0hard/-10417soft"
4589,"0hard/-10415soft"
4669,"0hard/-10404soft"
4738,"0hard/-10399soft"
4809,"0hard/-10392soft"
4885,"0hard/-10391soft"
4962,"0hard/-10388soft"
5353,"0hard/-10352soft"
5434,"0hard/-10350soft"
5522,"0hard/-10348soft"
7675,"0hard/-10345soft"
7762,"0hard/-10343soft"
7946,"0hard/-10341soft"
8032,"0hard/-10335soft"
