"timeMillisSpent","score"
11,"-2hard/-7224soft"
29,"-2hard/-7152soft"
51,"0hard/-7152soft"
74,"0hard/-7134soft"
98,"0hard/-7017soft"
126,"0hard/-7007soft"
154,"0hard/-7005soft"
187,"0hard/-6949soft"
219,"0hard/-6936soft"
250,"0hard/-6928soft"
279,"0hard/-6922soft"
307,"0hard/-6919soft"
339,"0hard/-6917soft"
367,"0hard/-6916soft"
421,"0hard/-6913soft"
447,"0hard/-6893soft"
483,"0hard/-6892soft"
508,"0hard/-6881soft"
536,"0hard/-6860soft"
567,"0hard/-6857soft"
595,"0hard/-6855soft"
616,"0hard/-6850soft"
698,"0hard/-6836soft"
722,"0hard/-6831soft"
856,"0hard/-6820soft"
1034,"0hard/-6803soft"
