"timeMillisSpent","score"
3013,"-182hard/-96446soft"
3215,"-181hard/-96555soft"
3257,"-179hard/-96496soft"
3338,"-179hard/-96487soft"
3381,"-179hard/-96456soft"
3420,"-178hard/-96450soft"
3462,"-178hard/-96447soft"
3501,"-177hard/-96443soft"
3543,"-177hard/-96414soft"
3622,"-177hard/-96367soft"
3662,"-176hard/-96337soft"
3700,"-176hard/-96328soft"
3742,"-175hard/-96310soft"
3782,"-175hard/-96281soft"
3865,"-174hard/-96259soft"
3907,"-174hard/-96241soft"
4028,"-172hard/-96326soft"
4105,"-170hard/-96489soft"
4144,"-168hard/-96488soft"
4185,"-168hard/-96487soft"
4228,"-167hard/-96489soft"
4269,"-167hard/-96480soft"
4310,"-167hard/-96462soft"
4350,"-166hard/-96444soft"
4391,"-166hard/-96433soft"
4433,"-165hard/-96412soft"
4476,"-165hard/-96406soft"
4513,"-165hard/-96397soft"
4553,"-165hard/-96304soft"
4633,"-164hard/-96249soft"
4674,"-163hard/-96249soft"
4718,"-161hard/-96220soft"
4754,"-161hard/-96195soft"
4795,"-161hard/-95848soft"
4869,"-161hard/-95836soft"
4909,"-158hard/-95813soft"
4949,"-157hard/-95819soft"
4988,"-157hard/-95816soft"
5028,"-157hard/-95774soft"
5068,"-157hard/-95766soft"
5152,"-156hard/-95783soft"
5193,"-156hard/-95777soft"
5235,"-155hard/-95791soft"
5275,"-155hard/-95790soft"
5313,"-152hard/-95785soft"
5473,"-152hard/-95783soft"
5514,"-152hard/-95739soft"
5556,"-152hard/-95688soft"
5638,"-151hard/-95701soft"
5679,"-151hard/-95676soft"
5720,"-151hard/-95662soft"
5803,"-151hard/-95651soft"
5882,"-151hard/-95634soft"
5924,"-151hard/-95630soft"
5967,"-151hard/-95593soft"
6012,"-151hard/-95591soft"
6053,"-151hard/-95569soft"
6091,"-151hard/-95550soft"
6130,"-151hard/-95534soft"
6336,"-151hard/-95518soft"
6379,"-151hard/-95517soft"
6422,"-150hard/-95521soft"
6465,"-149hard/-95524soft"
6505,"-148hard/-95474soft"
6547,"-148hard/-95462soft"
6589,"-148hard/-95461soft"
6631,"-148hard/-95460soft"
6715,"-148hard/-95447soft"
6751,"-146hard/-95409soft"
6790,"-146hard/-95391soft"
6831,"-146hard/-95379soft"
6873,"-145hard/-95356soft"
6913,"-145hard/-95166soft"
6955,"-145hard/-95153soft"
6994,"-144hard/-95254soft"
7037,"-143hard/-95214soft"
7081,"-143hard/-95207soft"
7123,"-143hard/-95114soft"
7163,"-143hard/-95106soft"
7206,"-143hard/-95098soft"
7292,"-143hard/-95097soft"
7335,"-143hard/-95083soft"
7378,"-142hard/-95069soft"
7420,"-142hard/-95054soft"
7465,"-141hard/-95056soft"
7507,"-140hard/-95052soft"
7548,"-139hard/-95049soft"
7588,"-138hard/-95061soft"
7679,"-138hard/-95013soft"
7767,"-138hard/-94967soft"
7807,"-137hard/-94997soft"
7847,"-137hard/-94975soft"
7932,"-137hard/-94924soft"
7973,"-137hard/-94891soft"
8052,"-136hard/-94897soft"
8093,"-136hard/-94893soft"
8137,"-136hard/-94774soft"
8178,"-135hard/-94774soft"
8218,"-134hard/-94736soft"
8260,"-134hard/-94726soft"
8304,"-134hard/-94725soft"
8348,"-134hard/-94649soft"
8392,"-132hard/-94609soft"
8434,"-131hard/-94612soft"
8522,"-130hard/-94629soft"
8565,"-130hard/-94612soft"
8607,"-130hard/-94610soft"
8648,"-130hard/-94606soft"
8736,"-130hard/-94603soft"
8896,"-130hard/-94550soft"
8938,"-129hard/-94692soft"
8978,"-129hard/-94584soft"
9019,"-129hard/-94572soft"
9060,"-129hard/-94566soft"
9102,"-129hard/-94524soft"
9144,"-128hard/-94514soft"
9184,"-127hard/-94520soft"
9225,"-127hard/-94454soft"
9265,"-126hard/-94502soft"
9306,"-125hard/-94511soft"
9352,"-125hard/-94462soft"
9392,"-125hard/-94449soft"
9431,"-125hard/-94446soft"
9472,"-125hard/-94439soft"
9514,"-125hard/-94427soft"
9558,"-125hard/-94426soft"
9602,"-124hard/-94437soft"
9645,"-123hard/-94527soft"
9688,"-123hard/-94497soft"
9731,"-123hard/-94496soft"
9775,"-123hard/-94457soft"
9817,"-123hard/-94448soft"
9858,"-123hard/-94422soft"
9899,"-123hard/-94403soft"
9942,"-123hard/-94399soft"
9986,"-123hard/-94394soft"
10000,"-123hard/-94392soft"
