"timeMillisSpent","score"
67,"-47hard/-7946soft"
149,"-23hard/-8068soft"
297,"-19hard/-11635soft"
446,"-9hard/-11417soft"
579,"-4hard/-11417soft"
725,"-4hard/-11067soft"
881,"-2hard/-11061soft"
1068,"-2hard/-11001soft"
1243,"-2hard/-10984soft"
1433,"-2hard/-10954soft"
1630,"-2hard/-10916soft"
1819,"-2hard/-10724soft"
2013,"-2hard/-10610soft"
2169,"-2hard/-10580soft"
2298,"-2hard/-10566soft"
2429,"-2hard/-10543soft"
2552,"-2hard/-10534soft"
2679,"-2hard/-10530soft"
2831,"-2hard/-10518soft"
3004,"-2hard/-10512soft"
3162,"-2hard/-10511soft"
3315,"-2hard/-10500soft"
3470,"-2hard/-10499soft"
3627,"-2hard/-10493soft"
3790,"-2hard/-10486soft"
3932,"-2hard/-10485soft"
4084,"-2hard/-10482soft"
4218,"-2hard/-10471soft"
4364,"-2hard/-10452soft"
4476,"-2hard/-10434soft"
4585,"-2hard/-10431soft"
4690,"-2hard/-10427soft"
4785,"-2hard/-10426soft"
4994,"-2hard/-10425soft"
5106,"-2hard/-10424soft"
5213,"-2hard/-10418soft"
5320,"-2hard/-10399soft"
5435,"-2hard/-10390soft"
5534,"-2hard/-10383soft"
5911,"-2hard/-10380soft"
6213,"-2hard/-10378soft"
6323,"-2hard/-10366soft"
6453,"-2hard/-10353soft"
6568,"-2hard/-10349soft"
6677,"-2hard/-10346soft"
6798,"-2hard/-10344soft"
6911,"-2hard/-10343soft"
