"timeMillisSpent","score"
116,"-39hard/-23042soft"
145,"-37hard/-23031soft"
174,"-35hard/-22956soft"
205,"-34hard/-22900soft"
239,"-32hard/-22898soft"
272,"-31hard/-22894soft"
312,"-28hard/-22850soft"
349,"-27hard/-22860soft"
387,"-26hard/-22863soft"
425,"-25hard/-22867soft"
461,"-24hard/-22868soft"
502,"-23hard/-22505soft"
538,"-23hard/-22445soft"
577,"-22hard/-22433soft"
610,"-22hard/-22323soft"
642,"-20hard/-22360soft"
672,"-20hard/-22356soft"
706,"-20hard/-22332soft"
741,"-20hard/-22319soft"
775,"-19hard/-22322soft"
814,"-18hard/-22319soft"
847,"-17hard/-22320soft"
878,"-16hard/-22261soft"
912,"-15hard/-22246soft"
945,"-15hard/-22230soft"
977,"-14hard/-22209soft"
1009,"-12hard/-22322soft"
1044,"-12hard/-22312soft"
1077,"-11hard/-22295soft"
1111,"-11hard/-22286soft"
1148,"-11hard/-22264soft"
1184,"-11hard/-22231soft"
1221,"-11hard/-22220soft"
1255,"-11hard/-22196soft"
1293,"-10hard/-22200soft"
1325,"-9hard/-22227soft"
1356,"-9hard/-22223soft"
1390,"-9hard/-22221soft"
1526,"-9hard/-22198soft"
1558,"-9hard/-22167soft"
1590,"-9hard/-22069soft"
1622,"-9hard/-22061soft"
1654,"-8hard/-22093soft"
1685,"-7hard/-22095soft"
1719,"-6hard/-22380soft"
1750,"-6hard/-22375soft"
1779,"-6hard/-22369soft"
1810,"-6hard/-22352soft"
1842,"-6hard/-22342soft"
1873,"-6hard/-22249soft"
1905,"-6hard/-22180soft"
1937,"-6hard/-22169soft"
1969,"-6hard/-22164soft"
2034,"-6hard/-22156soft"
2068,"-5hard/-22158soft"
2138,"-4hard/-22149soft"
2174,"-4hard/-22134soft"
2212,"-4hard/-22116soft"
2247,"-4hard/-22111soft"
2284,"-4hard/-22101soft"
2369,"-4hard/-22096soft"
2402,"-4hard/-21927soft"
2435,"-4hard/-21921soft"
2466,"-4hard/-21918soft"
2498,"-4hard/-21897soft"
2528,"-4hard/-21891soft"
2562,"-4hard/-21871soft"
2593,"-4hard/-21828soft"
2627,"-4hard/-21822soft"
2660,"-4hard/-21706soft"
2726,"-4hard/-21698soft"
2756,"-4hard/-21692soft"
2788,"-4hard/-21688soft"
2819,"-4hard/-21638soft"
2885,"-4hard/-21630soft"
2916,"-4hard/-21605soft"
2947,"-2hard/-21627soft"
2979,"-2hard/-21625soft"
3012,"-2hard/-21604soft"
3045,"-2hard/-21603soft"
3079,"-2hard/-21590soft"
3146,"-2hard/-21576soft"
3181,"-2hard/-21563soft"
3215,"-2hard/-21562soft"
3326,"-2hard/-21546soft"
3406,"-2hard/-21538soft"
3447,"-2hard/-21535soft"
3482,"-2hard/-21528soft"
3513,"-2hard/-21523soft"
3547,"-2hard/-21510soft"
3582,"-2hard/-21422soft"
3616,"-2hard/-21419soft"
3651,"-2hard/-21417soft"
3682,"-2hard/-21407soft"
3717,"-2hard/-21399soft"
3750,"-2hard/-21398soft"
3782,"-2hard/-21393soft"
3814,"-2hard/-21388soft"
3849,"-2hard/-21376soft"
