"timeMillisSpent","score"
8,"-2hard/-7224soft"
39,"0hard/-7225soft"
76,"0hard/-7055soft"
116,"0hard/-7037soft"
158,"0hard/-7011soft"
211,"0hard/-6981soft"
273,"0hard/-6958soft"
357,"0hard/-6941soft"
449,"0hard/-6925soft"
544,"0hard/-6900soft"
697,"0hard/-6888soft"
864,"0hard/-6880soft"
1008,"0hard/-6878soft"
1142,"0hard/-6876soft"
1261,"0hard/-6873soft"
1379,"0hard/-6848soft"
1500,"0hard/-6840soft"
1617,"0hard/-6839soft"
1728,"0hard/-6834soft"
1866,"0hard/-6819soft"
2023,"0hard/-6805soft"
2159,"0hard/-6803soft"
